2025-05-31,10:32:25,-,R1:,-73
2025-05-31,10:32:25,-,R2:,-74
2025-05-31,10:32:25,-,R6:,-86
2025-05-31,10:32:25,-,R4:,-72
2025-05-31,10:32:25,-,R8:,-100
2025-05-31,10:32:25,-,R3:,-65
2025-05-31,10:32:25,-,R5:,-71
2025-05-31,10:32:27,-,R1:,-67
2025-05-31,10:32:27,-,R2:,-69
2025-05-31,10:32:27,-,R6:,-85
2025-05-31,10:32:28,-,R4:,-66
2025-05-31,10:32:28,-,R8:,-83
2025-05-31,10:32:29,-,R3:,-70
2025-05-31,10:32:30,-,R1:,-69
2025-05-31,10:32:30,-,R2:,-68
2025-05-31,10:32:31,-,R6:,-91
2025-05-31,10:32:31,-,R4:,-65
2025-05-31,10:32:31,-,R8:,-79
2025-05-31,10:32:32,-,R5:,-68
2025-05-31,10:32:32,-,R3:,-65
2025-05-31,10:32:33,-,R1:,-70
2025-05-31,10:32:34,-,R2:,-71
2025-05-31,10:32:34,-,R6:,-89
2025-05-31,10:32:35,-,R4:,-65
2025-05-31,10:32:35,-,R8:,-75
2025-05-31,10:32:35,-,R5:,-68
2025-05-31,10:32:35,-,R3:,-72
2025-05-31,10:32:38,-,R1:,-66
2025-05-31,10:32:38,-,R2:,-67
2025-05-31,10:32:38,-,R6:,-86
2025-05-31,10:32:39,-,R8:,-74
2025-05-31,10:32:40,-,R5:,-74
2025-05-31,10:32:40,-,R3:,-70
2025-05-31,10:32:41,-,R1:,-68
2025-05-31,10:32:42,-,R2:,-69
2025-05-31,10:32:42,-,R6:,-87
2025-05-31,10:32:42,-,R8:,-75
2025-05-31,10:32:43,-,R4:,-62
2025-05-31,10:32:43,-,R5:,-73
2025-05-31,10:32:43,-,R3:,-69
2025-05-31,10:32:45,-,R1:,-67
2025-05-31,10:32:45,-,R2:,-68
2025-05-31,10:32:45,-,R6:,-85
2025-05-31,10:32:46,-,R8:,-75
2025-05-31,10:32:46,-,R4:,-64
2025-05-31,10:32:46,-,R5:,-71
2025-05-31,10:32:47,-,R3:,-67
2025-05-31,10:32:48,-,R1:,-69
2025-05-31,10:32:48,-,R2:,-73
2025-05-31,10:32:49,-,R6:,-83
2025-05-31,10:32:49,-,R8:,-75
2025-05-31,10:32:49,-,R4:,-66
2025-05-31,10:32:50,-,R3:,-72
2025-05-31,10:32:52,-,R1:,-71
2025-05-31,10:32:52,-,R2:,-69
2025-05-31,10:32:52,-,R6:,-82
2025-05-31,10:32:52,-,R8:,-82
2025-05-31,10:32:54,-,R5:,-75
2025-05-31,10:32:55,-,R3:,-74
2025-05-31,10:32:56,-,R1:,-69
2025-05-31,10:32:56,-,R2:,-72
2025-05-31,10:32:57,-,R6:,-87
2025-05-31,10:32:57,-,R8:,-86
2025-05-31,10:32:57,-,R5:,-74
2025-05-31,10:32:57,-,R4:,-73
2025-05-31,10:32:58,-,R3:,-73
2025-05-31,10:32:59,-,R1:,-72
2025-05-31,10:33:00,-,R2:,-70
2025-05-31,10:33:00,-,R6:,-87
2025-05-31,10:33:00,-,R8:,-78
2025-05-31,10:33:00,-,R5:,-73
2025-05-31,10:33:01,-,R4:,-63
2025-05-31,10:33:02,-,R3:,-72
2025-05-31,10:33:03,-,R7:,-67
2025-05-31,10:33:03,-,R8:,-82
2025-05-31,10:33:04,-,R5:,-75
2025-05-31,10:33:04,-,R4:,-66
2025-05-31,10:33:05,-,R3:,-73
2025-05-31,10:33:06,-,R1:,-71
2025-05-31,10:33:07,-,R8:,-80
2025-05-31,10:33:07,-,R6:,-86
2025-05-31,10:33:07,-,R5:,-76
2025-05-31,10:33:08,-,R4:,-72
2025-05-31,10:33:08,-,R2:,-72
2025-05-31,10:33:08,-,R3:,-68
2025-05-31,10:33:11,-,R1:,-69
2025-05-31,10:33:11,-,R8:,-84
2025-05-31,10:33:11,-,R6:,-81
2025-05-31,10:33:11,-,R5:,-72
2025-05-31,10:33:12,-,R4:,-70
2025-05-31,10:33:13,-,R3:,-69
2025-05-31,10:33:14,-,R7:,-70
2025-05-31,10:33:14,-,R8:,-86
2025-05-31,10:33:15,-,R5:,-73
2025-05-31,10:33:15,-,R6:,-87
2025-05-31,10:33:15,-,R4:,-69
2025-05-31,10:33:18,-,R1:,-71
2025-05-31,10:33:18,-,R8:,-88
2025-05-31,10:33:18,-,R5:,-71
2025-05-31,10:33:18,-,R6:,-88
2025-05-31,10:33:19,-,R4:,-68
2025-05-31,10:33:19,-,R2:,-73
2025-05-31,10:33:20,-,R3:,-72
2025-05-31,10:33:21,-,R7:,-73
2025-05-31,10:33:21,-,R8:,-91
2025-05-31,10:33:21,-,R5:,-74
2025-05-31,10:33:22,-,R4:,-82
2025-05-31,10:33:22,-,R2:,-74
2025-05-31,10:33:23,-,R6:,-100
2025-05-31,10:33:23,-,R3:,-62
2025-05-31,10:33:24,-,R8:,-88
2025-05-31,10:33:24,-,R7:,-78
2025-05-31,10:33:24,-,R1:,-77
2025-05-31,10:33:24,-,R5:,-78
2025-05-31,10:33:27,-,R4:,-77
2025-05-31,10:33:27,-,R6:,-89
2025-05-31,10:33:28,-,R3:,-73
2025-05-31,10:33:29,-,R8:,-84
2025-05-31,10:33:29,-,R5:,-72
2025-05-31,10:33:29,-,R1:,-73
2025-05-31,10:33:30,-,R4:,-69
2025-05-31,10:33:31,-,R6:,-93
2025-05-31,10:33:31,-,R3:,-70
2025-05-31,10:33:32,-,R8:,-78
2025-05-31,10:33:32,-,R5:,-72
2025-05-31,10:33:32,-,R7:,-67
2025-05-31,10:33:32,-,R1:,-65
2025-05-31,10:33:34,-,R4:,-64
2025-05-31,10:33:34,-,R6:,-89
2025-05-31,10:33:34,-,R3:,-61
2025-05-31,10:33:35,-,R8:,-79
2025-05-31,10:33:35,-,R5:,-71
2025-05-31,10:33:36,-,R1:,-68
2025-05-31,10:33:37,-,R4:,-63
2025-05-31,10:33:37,-,R6:,-82
2025-05-31,10:33:38,-,R3:,-68
2025-05-31,10:33:39,-,R8:,-82
2025-05-31,10:33:39,-,R1:,-71
2025-05-31,10:33:42,-,R4:,-64
2025-05-31,10:33:42,-,R2:,-71
2025-05-31,10:33:42,-,R6:,-81
2025-05-31,10:33:42,-,R3:,-64
2025-05-31,10:33:43,-,R5:,-63
2025-05-31,10:33:44,-,R1:,-73
2025-05-31,10:33:44,-,R7:,-62
2025-05-31,10:33:45,-,R4:,-70
2025-05-31,10:33:45,-,R6:,-85
2025-05-31,10:33:46,-,R3:,-68
2025-05-31,10:33:46,-,R2:,-100
2025-05-31,10:33:46,-,R5:,-67
2025-05-31,10:33:47,-,R1:,-73
2025-05-31,10:33:48,-,R4:,-59
2025-05-31,10:33:49,-,R6:,-82
2025-05-31,10:33:49,-,R3:,-65
2025-05-31,10:33:49,-,R2:,-74
2025-05-31,10:33:50,-,R5:,-72
2025-05-31,10:33:50,-,R8:,-78
2025-05-31,10:33:50,-,R1:,-75
2025-05-31,10:33:52,-,R4:,-64
2025-05-31,10:33:52,-,R6:,-75
2025-05-31,10:33:53,-,R3:,-64
2025-05-31,10:33:53,-,R2:,-64
2025-05-31,10:33:53,-,R5:,-67
2025-05-31,10:33:53,-,R8:,-76
2025-05-31,10:33:54,-,R1:,-67
2025-05-31,10:33:54,-,R7:,-69
2025-05-31,10:33:55,-,R4:,-64
2025-05-31,10:33:55,-,R6:,-76
2025-05-31,10:33:56,-,R3:,-72
2025-05-31,10:33:56,-,R5:,-68
2025-05-31,10:33:56,-,R2:,-66
2025-05-31,10:33:56,-,R8:,-80
2025-05-31,10:33:58,-,R1:,-73
2025-05-31,10:33:58,-,R7:,-69
2025-05-31,10:34:00,-,R4:,-66
2025-05-31,10:34:00,-,R6:,-80
2025-05-31,10:34:00,-,R3:,-69
2025-05-31,10:34:01,-,R2:,-71
2025-05-31,10:34:02,-,R1:,-69
2025-05-31,10:34:03,-,R4:,-68
2025-05-31,10:34:03,-,R6:,-83
2025-05-31,10:34:04,-,R5:,-72
2025-05-31,10:34:04,-,R8:,-79
2025-05-31,10:34:04,-,R2:,-62
2025-05-31,10:34:05,-,R1:,-74
2025-05-31,10:34:05,-,R7:,-62
2025-05-31,10:34:06,-,R4:,-67
2025-05-31,10:34:07,-,R6:,-81
2025-05-31,10:34:07,-,R5:,-74
2025-05-31,10:34:07,-,R3:,-73
2025-05-31,10:34:07,-,R8:,-100
2025-05-31,10:34:08,-,R2:,-64
2025-05-31,10:34:08,-,R1:,-72
2025-05-31,10:34:09,-,R7:,-63
2025-05-31,10:34:10,-,R4:,-65
2025-05-31,10:34:10,-,R6:,-83
2025-05-31,10:34:10,-,R5:,-69
2025-05-31,10:34:11,-,R8:,-80
2025-05-31,10:34:11,-,R2:,-62
2025-05-31,10:34:13,-,R1:,-70
2025-05-31,10:34:14,-,R4:,-65
2025-05-31,10:34:15,-,R6:,-80
2025-05-31,10:34:15,-,R5:,-68
2025-05-31,10:34:15,-,R8:,-83
2025-05-31,10:34:15,-,R3:,-68
2025-05-31,10:34:15,-,R2:,-70
2025-05-31,10:34:16,-,R1:,-66
2025-05-31,10:34:18,-,R4:,-76
2025-05-31,10:34:18,-,R6:,-87
2025-05-31,10:34:18,-,R5:,-75
2025-05-31,10:34:18,-,R8:,-76
2025-05-31,10:34:19,-,R3:,-72
2025-05-31,10:34:19,-,R2:,-73
2025-05-31,10:34:20,-,R1:,-68
2025-05-31,10:34:20,-,R7:,-73
2025-05-31,10:34:21,-,R4:,-63
2025-05-31,10:34:21,-,R5:,-70
2025-05-31,10:34:21,-,R6:,-89
2025-05-31,10:34:21,-,R8:,-75
2025-05-31,10:34:22,-,R3:,-65
2025-05-31,10:34:22,-,R2:,-72
2025-05-31,10:34:23,-,R1:,-68
2025-05-31,10:34:23,-,R7:,-71
2025-05-31,10:34:24,-,R5:,-69
2025-05-31,10:34:25,-,R6:,-92
2025-05-31,10:34:25,-,R3:,-65
2025-05-31,10:34:26,-,R2:,-71
2025-05-31,10:34:28,-,R1:,-69
2025-05-31,10:34:29,-,R5:,-70
2025-05-31,10:34:29,-,R4:,-71
2025-05-31,10:34:29,-,R8:,-82
2025-05-31,10:34:29,-,R6:,-83
2025-05-31,10:34:30,-,R3:,-74
2025-05-31,10:34:30,-,R2:,-70
2025-05-31,10:34:31,-,R1:,-72
2025-05-31,10:34:32,-,R5:,-69
2025-05-31,10:34:32,-,R4:,-71
2025-05-31,10:34:33,-,R6:,-85
2025-05-31,10:34:33,-,R3:,-67
2025-05-31,10:34:33,-,R2:,-70
2025-05-31,10:34:34,-,R1:,-67
2025-05-31,10:34:34,-,R7:,-77
2025-05-31,10:34:35,-,R5:,-70
2025-05-31,10:34:36,-,R8:,-76
2025-05-31,10:34:37,-,R3:,-64
2025-05-31,10:34:37,-,R2:,-68
2025-05-31,10:34:38,-,R1:,-68
2025-05-31,10:34:39,-,R5:,-71
2025-05-31,10:34:39,-,R8:,-74
2025-05-31,10:34:39,-,R4:,-67
2025-05-31,10:34:40,-,R3:,-67
2025-05-31,10:34:40,-,R2:,-68
2025-05-31,10:34:40,-,R6:,-92
2025-05-31,10:34:41,-,R1:,-66
2025-05-31,10:34:42,-,R5:,-70
2025-05-31,10:34:42,-,R8:,-77
2025-05-31,10:34:44,-,R4:,-68
2025-05-31,10:34:44,-,R3:,-67
2025-05-31,10:34:45,-,R2:,-69
2025-05-31,10:34:45,-,R6:,-89
2025-05-31,10:34:46,-,R1:,-68
2025-05-31,10:34:46,-,R7:,-70
2025-05-31,10:34:46,-,R5:,-69
2025-05-31,10:34:47,-,R8:,-80
2025-05-31,10:34:47,-,R4:,-71
2025-05-31,10:34:48,-,R3:,-68
2025-05-31,10:34:48,-,R2:,-69
2025-05-31,10:34:48,-,R6:,-87
2025-05-31,10:34:49,-,R1:,-62
2025-05-31,10:34:49,-,R5:,-71
2025-05-31,10:34:50,-,R8:,-77
2025-05-31,10:34:50,-,R4:,-72
2025-05-31,10:34:51,-,R3:,-67
2025-05-31,10:34:52,-,R2:,-73
2025-05-31,10:34:52,-,R6:,-85
2025-05-31,10:34:53,-,R1:,-67
2025-05-31,10:34:53,-,R5:,-73
2025-05-31,10:34:53,-,R8:,-79
2025-05-31,10:34:54,-,R4:,-65
2025-05-31,10:34:55,-,R3:,-67
2025-05-31,10:34:55,-,R2:,-69
2025-05-31,10:34:55,-,R6:,-86
2025-05-31,10:34:56,-,R1:,-68
2025-05-31,10:34:56,-,R7:,-74
2025-05-31,10:34:56,-,R5:,-75
2025-05-31,10:34:57,-,R8:,-78
2025-05-31,10:34:57,-,R4:,-61
2025-05-31,10:34:59,-,R3:,-69
2025-05-31,10:34:59,-,R2:,-69
2025-05-31,10:35:00,-,R1:,-69
2025-05-31,10:35:00,-,R7:,-72
2025-05-31,10:35:01,-,R6:,-100
2025-05-31,10:35:01,-,R8:,-80
2025-05-31,10:35:02,-,R4:,-66
2025-05-31,10:35:03,-,R2:,-70
2025-05-31,10:35:04,-,R3:,-100
2025-05-31,10:35:04,-,R1:,-68
2025-05-31,10:35:04,-,R7:,-73
2025-05-31,10:35:04,-,R6:,-83
2025-05-31,10:35:04,-,R8:,-76
2025-05-31,10:35:05,-,R4:,-65
2025-05-31,10:35:06,-,R2:,-70
2025-05-31,10:35:07,-,R5:,-73
2025-05-31,10:35:07,-,R1:,-64
2025-05-31,10:35:07,-,R6:,-87
2025-05-31,10:35:07,-,R8:,-76
2025-05-31,10:35:09,-,R4:,-64
2025-05-31,10:35:10,-,R2:,-71
2025-05-31,10:35:10,-,R5:,-74
2025-05-31,10:35:10,-,R3:,-64
2025-05-31,10:35:11,-,R1:,-68
2025-05-31,10:35:11,-,R7:,-71
